MANCODIGO,V_REF
"002529040",1600000
"002412041",2500000
"009254074",1630000
"002554046",950000
"004620044",1800000
"004528032",1800000
"002605022",530000
"008407036",4750000
"002541012",1550000
"009117069",2900000
"009124015",3060000
"009124018",3060000
"009115057",2950000
"008220049",832700
"005611044",2950000
"002579015",1800000
"002540001",510724
"009118028",2760000
"009207076",2420000
"008535052",880000
"006410045",2500000
"008535049",880000
"004613028",2100000
"005620020",2600000
"005502066",2900000
"005502033",2900000
"009213003",2602215
"009118033",2760000
"009118038",828000
"006407056",2400000
"002546047",460000
"001408060",2500000
"004533061",1800000
"001363010",1010000
"007402026",3850000
"007402028",3600000
"009119061",930000
"009202004",1870000
"009224013",1870000
"002551011",290000
"008543015",145600
"009224018",561000
"004517090",2100000
"009117077",2630000
"005608075",2900000
"009117078",2900000
"009220024",2530000
"009202005",1870000
"002557093",1719392
"009266095",1870000
"009234057",2650000
"009111037",2750000
"009111038",2750000
"009124047",3060000
"009252004",1800000
"005628068",3000000
"002566066",700000
"009116020",2900000
"009116021",2900000
"002104083",3050000
"009124012",3060000
"004550011",1600000
"005668024",1700000
"005401027",2900000
"005401026",2900000
"005612053",2950000
"004539023",1800000
"005205010",2800000
"004539040",1800000
"008502025",2900000
"002104003",3050000
"009125003",3570000
"004539024",1800000
"001113015",1000000
"004524089",1700000
"002548010",1200000
"004551062",3400000
"004551060",2800000
"009201066",1000000
"009208014",2930000
"008504021",155600
"009230030",1870000
"004555018",2100000
"004543070",2350000
"002523063",1800000
"009240097",750000
"006208051",2530000
"008535006",880000
"002513060",1500000
"002594060",700000
"004308052",2800000
"004108037",2620000
"005101033",3000000
"005655001",3050000
"004601054",2400000
"008220060",920000
"004558023",2900000
"004558024",2100000
"001102036",1250000
"009248006",1700000
"005603041",2900000
"005660062",2640000
"005619074",2700000
"009208023",2930000
"009230084",1870000
"002438029",1300000
"002438056",1300000
"004569007",1700000
"004561050",1430000
"006413014",2100000
"008520037",141200
"004538031",3200000
"004111029",2915000
"005204043",3200000
"004536099",3000000
"002574062",650000
"004538029",2330000
"009208017",2930000
"002438031",1300000
"002553086",650000
"001108003",945997
"009106063",2850000
"004555023",2800000
"005623021",2800000
"005670018",2950000
"006408014",2600000
"004523074",1675000
"004523076",1675000
"004523078",1675000
"004109021",2650000
"004109023",2650000
"005621037",2600000
"002430009",1400000
"004202009",2900000
"004523073",1887500
"004541008",2100000
"008516035",3500000
"009233021",2650000
"002424046",1500000
"004202010",2850000
"005406003",3300000
"002553022",650000
"002605021",530000
"002104059",2700000
"004522043",1675000
"004599010",1600000
"001331077",510000
"008502002",3250000
"001419013",1500000
"004579089",1815000
"009208026",3380000
"002529055",1600000
"005616079",795000
"005105021",3900000
"005101037",3000000
"004579092",2157500
"008513026",990000
"004618056",2100000
"004631009",1700000
"002529046",1600000
"006417011",2300000
"004631008",1700000
"201503012",143100
"006405062",2250000
"007101032",2950000
"009250007",1700000
"004579016",1815000
"004408024",2650000
"009250017",1900000
"005631028",3000000
"001108030",900000
"009221047",2420000
"004569028",2100000
"004569027",1900000
"008315033",6800000
"008315034",6800000
"002508053",1600000
"008315039",6800000
"005603022",2900000
"009221051",2790000
"208107008",109100
"004584014",2200000
"004107021",2800000
"002409088",2450000
"004531018",885000
"008530091",1740000
"002423077",240000
"004580030",2500000
"004206072",2800000
"008540010",145600
"005679055",2300000
"004519099",1815000
"006209013",3600000
"002564032",650000
"001420026",1100000
"008505005",3250000
"002508057",1300000
"005623052",2800000
"004519097",1815000
"008220071",920000
"008505021",3250000
"008526037",2300000
"008526036",3250000
"008505031",3600000
"004533083",501000
"004534069",2000000
"004534070",2000000
"004534073",2000000
"004534074",2000000
"004534076",2000000
"004534077",2000000
"005608007",2900000
"005634005",3050000
"007401032",3450000
"002539093",1340000
"002538069",177000
"005202017",3600000
"004517047",2100000
"009108043",3230000
"008526039",2300000
"002539097",780000
"005657056",2380000
"002530070",650000
"008110041",468000
"004210021",840000
"009241015",1670000
"004210073",840000
"004208002",2500000
"001304009",1400000
"005654021",3050000
"005204053",2800000
"002443017",2600000
"001405068",2500000
"004556048",2100000
"005609051",2900000
"004206054",2800000
"004206061",840000
"009107009",3540000
"002529043",1700000
"001338042",580000
"004617056",2100000
"009126010",3060000
"004533096",501000
"004533097",142400
"004537030",2100000
"005679045",2550000
"004542025",2350000
"004542026",2350000
"001353055",1260000
"008408015",5300000
"002541027",1550000
"002430046",1400000
"004607060",2450000
"002557050",175580
"004202014",2800000
"004556035",2500000
"005401028",2900000
"005648010",3500000
"004631006",1700000
"001109023",1700000
"005402034",2930000
"005627037",3450000
"004105015",2600000
"004105017",2560000
"004537027",2100000
"004537028",2100000
"004537031",2100000
"001352048",1260000
"004537035",2100000
"004537036",2100000
"002205027",1900000
"002205028",1900000
"001202025",2500000
"009224043",561000
"003212025",1100000
"009221033",2420000
"006527014",2500000
"002104041",2800000
"007209009",3000000
"004524006",1700000
"006405004",2300000
"004612080",2100000
"009259023",1630000
"007311014",4400000
"006521013",1540000
"006527015",2500000
"006527016",2500000
"009221034",2420000
"009221035",2420000
"001405062",2800000
"004203025",2900000
"009255037",1630000
"007209005",3000000
"005635001",2800000
"002412005",2150000
"004108041",142600
"009259008",1630000
"009259014",1630000
"004550076",1600000
"004553014",1700000
"001306009",900000
"004550010",1600000
"004569016",1700000
"004569019",1700000
"004544037",1950000
"004616043",1650000
"001202026",2500000
"009206052",3000000
"005401029",2900000
"001413055",1500000
"004547080",2095000
"004548001",1519500
"004206011",840000
"002548030",1200000
"009213017",2700000
"004613051",2100000
"004569018",1700000
"009209071",3000000
"004550065",1600000
"005610029",2600000
"009251064",1700000
"201309019",12700
"005617091",900000
"001335037",320000
"004544034",585000
"004544050",585000
"004512016",2550000
"004541007",2100000
"004541055",3200000
"004541056",2680000
"002307001",1900000
"009102083",3110000
"004111050",795000
"004205008",2800000
"001408004",750000
"008220074",1100000
"002107037",142600
"008307022",8300000
"004556070",2700000
"004555008",2100000
"004551050",2800000
"004543062",2600000
"004543063",2350000
"004206036",2800000
"005606031",2900000
"001211025",3050000
"006208040",2530000
"005504026",2900000
"002557019",1800000
"004539028",1800000
"004544024",1950000
"002571026",700000
"004539030",1800000
"004551047",2800000
"004551052",2800000
"005620055",2600000
"004607057",2100000
"009250070",1700000
"005668057",1700000
"005668004",2810000
"005606029",2900000
"005502068",2900000
"005611013",2950000
"002432009",2700000
"002404049",2200000
"002432001",2100000
"004622071",1815000
"004622074",1815000
"006409012",2100000
"002549050",650000
"004618058",2100000
"004621043",1900000
"004618057",2100000
"002420075",2700000
"002442090",429675
"001347037",380000
"002432018",2700000
"004556077",630000
"009108064",3060000
"005680046",2300000
"001355078",1260000
"003108012",4500000
"004562011",1750000
"004562012",1750000
"001312026",191420
"004613005",2100000
"007205003",2950000
"005610022",2600000
"004562008",1750000
"004562009",1750000
"004543065",2350000
"004517013",2700000
"004550089",1600000
"009205028",3500000
"002616023",800000
"004543091",2350000
"004525001",2450000
"005621099",750000
"004534038",2000000
"004534036",2000000
"004534039",2000000
"004534040",2000000
"004534041",2000000
"004534042",2000000
"004534043",2032787
"004534044",2000000
"002549082",126600
"004543089",2350000
"004109026",2650000
"004562014",525000
"004545027",2000000
"004632024",1700000
"003212035",1100000
"003215034",500000
"002525047",960000
"002412023",645000
"002407035",2300000
"001424008",1400000
"001424014",1400000
"001424026",870000
"004557018",2100000
"004558018",2500000
"004558019",2100000
"004557020",2100000
"008501034",4200000
"002548054",1200000
"001424027",870000
"002445002",580000
"001203005",2500000
"001204039",2500000
"004103028",780000
"001325040",430000
"009250002",1700000
"007207002",3400000
"004554032",2900000
"004108018",2620000
"002428019",630000
"004554033",2900000
"004555011",2100000
"008535026",880000
"004628083",2500000
"008506007",2800000
"002564067",195000
"001305038",1200000
"004108014",2620000
"004108015",2620000
"004108024",2820000
"009208005",2530000
"004573082",1650000
"004111006",2800000
"004554037",2100000
"002203047",2350000
"008314009",6300000
"004613025",2800000
"002549048",650000
"004553062",1700000
"001325024",430000
"004553066",1700000
"002549052",650000
"005504025",2900000
"005675025",2700000
"001108068",1000000
"005405048",2900000
"004633072",1700000
"004402015",2800000
"002538020",700000
"004310004",3100000
"004105047",1536000
"004105048",2600000
"004613023",2100000
"002557055",1800000
"005670063",2640000
"002557054",1800000
"005401041",2900000
"001428072",1024159
"004544087",1950000
"001308062",1400000
"004544090",585000
"006504050",2800000
"002571040",850000
"008207003",3800000
"004205013",2800000
"006506015",3200000
"004523080",1675000
"004633040",1700000
"001304093",1400000
"003209021",600000
"004201044",2500000
"005401042",2900000
"004544039",2450000
"004641046",1430000
"004569045",1700000
"005401043",2900000
"002546077",30100
"001424033",870000
"004549004",2200000
"004560004",1750000
"004560005",1750000
"002557077",1429467
"002616014",800000
"002616021",1075000
"004576080",2100000
"004523032",1675000
"004523040",1675000
"009221041",2420000
"006404046",600000
"006215046",2900000
"004527043",1600000
"009221036",2420000
"009221038",2420000
"009221039",2420000
"004203029",3100000
"002548081",1450000
"001304088",1400000
"004556096",630000
"008307035",6800000
"004208003",2500000
"004208004",2300000
"004208005",2500000
"005401055",2900000
"002557081",1700000
"004561057",405000
"004551040",2800000
"009234045",2650000
"004557011",2500000
"002548043",1200000
"002548031",1200000
"004556042",2100000
"001413080",1500000
"008307032",8300000
"002569083",128504
"004522002",2100000
"004101012",3700000
"005635023",2800000
"004533066",1800000
"005619065",2600000
"003211030",700000
"004106003",2560000
"005619067",2600000
"005612028",870000
"008408030",1590000
"202204003",12700
"009124057",3443034
"005401023",3245000
"004536035",1695106
"004536034",2000000
"004536029",2000000
"001428068",1350000
"008307020",7800000
"001337014",260000
"009208013",2930000
"004556079",1900000
"004556078",1900000
"004536036",2000000
"005203018",3450000
"004534078",2000000
"004534079",2000000
"004556085",1900000
"006506022",3200000
"004569046",1700000
"004569050",2100000
"006301031",4700000
"004544009",1950000
"005649034",3050000
"001103050",2000000
"008518044",3700000
"004554030",2900000
"009230023",1870000
"002415017",2700000
"002539040",650000
"009257066",2280000
"002446019",630000
"004573090",1850000
"004589015",1673212
"008504022",155600
"002307025",1900000
"006407006",2400000
"006502018",3000000
"002571085",700000
"006320044",3000000
"003203004",880000
"004537015",2100000
"002643003",570000
"009128022",1800000
